JDTDB,Calendar Date (TDB),X,Y,Z,VX,VY,VZ,
2461623.500000000, A.D. 2027-Aug-06 00:00:00.0000, -1.602580947953022E+08, -1.700626458125127E+08,  3.871799626572803E+05,  1.851653069951621E+01, -1.456612390343063E+01, -7.594464900227758E-01,
2461624.500000000, A.D. 2027-Aug-07 00:00:00.0000, -1.586520273253541E+08, -1.713145237721189E+08,  3.215498788446859E+05,  1.866077210495845E+01, -1.441228287424441E+01, -7.597586198723798E-01,
2461625.500000000, A.D. 2027-Aug-08 00:00:00.0000, -1.570335455480609E+08, -1.725530452066347E+08,  2.558953627303690E+05,  1.880389625452050E+01, -1.425694586767529E+01, -7.600120089168554E-01,
2461626.500000000, A.D. 2027-Aug-09 00:00:00.0000, -1.554027466912219E+08, -1.737780810589594E+08,  1.902215033246279E+05,  1.894588703803475E+01, -1.410011739862974E+01, -7.602063525903215E-01,
2461627.500000000, A.D. 2027-Aug-10 00:00:00.0000, -1.537597293768230E+08, -1.749895026699176E+08,  1.245334155138433E+05,  1.908672826725196E+01, -1.394180216234779E+01, -7.603413432653836E-01,
2461628.500000000, A.D. 2027-Aug-11 00:00:00.0000, -1.521045936266210E+08, -1.761871817929162E+08,  5.883623984285444E+04,  1.922640369080119E+01, -1.378200503233022E+01, -7.604166768050886E-01,
2461629.500000000, A.D. 2027-Aug-12 00:00:00.0000, -1.504374408677270E+08, -1.773709906088755E+08, -6.864857669018209E+03,  1.936489701312112E+01, -1.362073105684908E+01, -7.604320609972568E-01,
2461630.500000000, A.D. 2027-Aug-13 00:00:00.0000, -1.487583739381425E+08, -1.785408017411964E+08, -7.256468568191677E+04,  1.950219189516805E+01, -1.345798545236404E+01, -7.603872150525257E-01,
2461631.500000000, A.D. 2027-Aug-14 00:00:00.0000, -1.470674970921074E+08, -1.796964882707671E+08, -1.382580277152508E+05,  1.963827193467071E+01, -1.329377359985969E+01, -7.602818590579989E-01,
2461632.500000000, A.D. 2027-Aug-15 00:00:00.0000, -1.453649160052403E+08, -1.808379237512670E+08, -2.039396423738822E+05,  1.977312065197159E+01, -1.312810104885819E+01, -7.601157062255339E-01,
2461633.500000000, A.D. 2027-Aug-16 00:00:00.0000, -1.436507377796046E+08, -1.819649822249081E+08, -2.696042635697871E+05,  1.990672149550829E+01, -1.296097352710848E+01, -7.598884648868838E-01,
