JDTDB,Calendar Date (TDB),X,Y,Z,VX,VY,VZ,
2468405.500000000, A.D. 2046-Mar-01 00:00:00.0000, -2.352411263928714E+09,  1.279202007762053E+09,  5.934469760458959E+08, -4.676297694327140E+00, -4.230069095101147E+00, -1.601431069561336E+00,
2468406.500000000, A.D. 2046-Mar-02 00:00:00.0000, -2.352831538075028E+09,  1.278823382561022E+09,  5.933046383218079E+08, -5.038789162716913E+00, -4.547389407176143E+00, -1.701380474513179E+00,
2468407.500000000, A.D. 2046-Mar-03 00:00:00.0000, -2.353279338407013E+09,  1.278414273997482E+09,  5.931517028218323E+08, -5.310207061234599E+00, -4.932102120303911E+00, -1.845499101316701E+00,
2468408.500000000, A.D. 2046-Mar-04 00:00:00.0000, -2.353746033676127E+09,  1.277969846173036E+09,  5.929847144269192E+08, -5.473922586586663E+00, -5.360792209112225E+00, -2.025019210708299E+00,
2468409.500000000, A.D. 2046-Mar-05 00:00:00.0000, -2.354221833684201E+09,  1.277487413083115E+09,  5.928010731761410E+08, -5.519874162252790E+00, -5.807363070779503E+00, -2.229014420101602E+00,
2468410.500000000, A.D. 2046-Mar-06 00:00:00.0000, -2.354696386247622E+09,  1.276966602400140E+09,  5.925991928022213E+08, -5.445180951552412E+00, -6.244627786180525E+00, -2.445065948440429E+00,
2468411.500000000, A.D. 2046-Mar-07 00:00:00.0000, -2.355159408429060E+09,  1.276409378178386E+09,  5.923785974562898E+08, -5.254318519371483E+00, -6.645966863972808E+00, -2.660019861255473E+00,
2468412.500000000, A.D. 2046-Mar-08 00:00:00.0000, -2.355601313546883E+09,  1.275819921096099E+09,  5.921399507239889E+08, -4.958845931440504E+00, -6.986951385331917E+00, -2.860789142290894E+00,
2468413.500000000, A.D. 2046-Mar-09 00:00:00.0000, -2.356013795729857E+09,  1.275204373537194E+09,  5.918850151636550E+08, -4.576700931496887E+00, -7.246832576823715E+00, -3.035151684759409E+00,
2468414.500000000, A.D. 2046-Mar-10 00:00:00.0000, -2.356390336373461E+09,  1.274570465056382E+09,  5.916165448337609E+08, -4.131106173467673E+00, -7.409806983497281E+00, -3.172495544061607E+00,
2468415.500000000, A.D. 2046-Mar-11 00:00:00.0000, -2.356726601616207E+09,  1.273927041065274E+09,  5.913381173628463E+08, -3.649153202034509E+00, -7.465980097272571E+00, -3.264466009596685E+00,
2468416.500000000, A.D. 2046-Mar-12 00:00:00.0000, -2.357020706599553E+09,  1.273283523478220E+09,  5.910539158016033E+08, -3.160150524492113E+00, -7.411969682615602E+00, -3.305475039946404E+00,
2468417.500000000, A.D. 2046-Mar-13 00:00:00.0000, -2.357273330397951E+09,  1.272649336205414E+09,  5.907684735588595E+08, -2.693836501526333E+00, -7.251112011232284E+00, -3.293041998214269E+00,
2468418.500000000, A.D. 2046-Mar-14 00:00:00.0000, -2.357487674611047E+09,  1.272033330524281E+09,  5.904863979741874E+08, -2.278566027320318E+00, -6.993258430461051E+00, -3.227944910914025E+00,
2468419.500000000, A.D. 2046-Mar-15 00:00:00.0000, -2.357669268142954E+09,  1.271443245367587E+09,  5.902120893825225E+08, -1.939581567603794E+00, -6.654174669761749E+00, -3.114173027274083E+00,
2468420.500000000, A.D. 2046-Mar-16 00:00:00.0000, -2.357825630072279E+09,  1.270885235437628E+09,  5.899494728010430E+08, -1.697473980480695E+00, -6.254579513071783E+00, -2.958683571694548E+00,
2468421.500000000, A.D. 2046-Mar-17 00:00:00.0000, -2.357965811169719E+09,  1.270363495920110E+09,  5.897017585989219E+08, -1.566926972688433E+00, -5.818881454724156E+00, -2.770977521561286E+00,
2468422.500000000, A.D. 2046-Mar-18 00:00:00.0000, -2.358099842019519E+09,  1.269880006681087E+09,  5.894712467432965E+08, -1.555821749089516E+00, -5.373690372357921E+00, -2.562520277708819E+00,
2468423.500000000, A.D. 2046-Mar-19 00:00:00.0000, -2.358238121396035E+09,  1.269434411544762E+09,  5.892591865577186E+08, -1.664756450084389E+00, -4.946194968726097E+00, -2.346042552603409E+00,
2468424.500000000, A.D. 2046-Mar-20 00:00:00.0000, -2.358390782189629E+09,  1.269024040013262E+09,  5.890657005444229E+08, -1.887009679639449E+00, -4.562504919178830E+00, -2.134764105145114E+00,
